text,label,FOOD_usefulness,FOOD_score,LOCATION_usefulness,LOCATION_score,ATOMSPHERE_usefulness,ATOMSPHERE_score,SERVICE_usefulness,SERVICE_score,PRICE_usefulness,PRICE_score,MENU_usefulness,MENU_score,SPEED_usefulness,SPEED_score
The real break oven pizza and very tasty Italian dry aged lunch meat best in town     Good customer service bartenders and waitress,2,1.0,5.0,9.237056e-13,3.53125,5.1409006e-07,2.125,1.0,5.0,4.7961635e-13,4.4375,0.8515625,4.6875,6.82121e-11,2.671875
"I went to the Barcelona Wine Bar yesterday (Sunday afternoon at about 4pm) with my husband. The place just opened, and I was very pleasantly impressed with everything. The service was a very pleasant experience and very well organized.

Valeria and Kay were the two ladies who help me decide what was the best thing to try (I wanted to try everything). Every person who approached our table was very personable, friendly, and used the right tone when talking to us.

The staff is a great reflection of the diversity of the neighborhood (something very refreshing, real diversity, as opposed to having people ""representing"").

They did a great job in decorating and designing the space. It flows really well, is very comfortable, has the right amount of tables, patrons are not too close to each other. The decor did remind me of Barcelona.

The menu is very varied within the theme. We had six different types of tapas. Their wine list is extensive. The items in the menu are well laid out, easy to read, understand and follow, and above all, priced right. I feel that I got a reasonable amount and quality of food for what we paid.

The one thing I'd say is that the cocktails were a little frugal for what we paid. They could have had another ounce of liquor. That's the only thing I found slightly overpriced.

All-in-all, it's a great place, pleasant, personable, friendly, diverse staff. Greatly prepared food and delivered in a timely manner, reasonably priced and great quality. Good prices, great facilities. It's a winner in my book.

Can't wait to return to try the paella.",2,0.94140625,4.96875,8.046627e-07,4.75,0.17675781,2.9375,1.0,5.0,1.0,4.84375,1.0,4.9375,0.01940918,4.9375
"We popped in here on a weekend - sadly FGL did not show up mysteriously - but the good news is the the food was great and we still had a nice time.  Being that Im not from the area, and there are so many options in downtown Nashville, again I must stress sooo many options, we took this suggestion from someone who transplanted there some time ago.  At first glance the prices seemed a bit steep but I decided they reasonable for the area and quality. Despite being busy (we sat at the bar to dodge a 35 min table wait) our food was prompt and delicious. The drinks also were good as well. 

We tried the Bavarian pretzel appetizer, hillbilly surf and turf, and fish tacos. No complaints here, and the surf and turf particularly hit the spot. As for drinks we had a mule and the party people. The mule was as expected but the party people was a delicious and almost dangerous concoction - the flavor made you forget you were drinking alcohol. We grabbed a few more drinks on the rooftop, but I learned as we bar hopped who doesnt have a rooftop bar!

Anyway, great place overall and I would come back whether they were busy or slow. Id like to try more of the food and drinks from the menu!",2,1.0,5.0,0.06640625,4.8125,0.007446289,4.125,0.009643555,4.5,1.0,4.0,0.98828125,4.9375,1.0,4.9375
"Went to different seafoods place in the Westbank, by far this place is the best!! The crawfish was always hot, not like another places where they let it sit for hours. Made to order on hot plates, just loving it!!",2,1.0,5.0,0.00044631958,1.140625,1.8104911e-06,3.21875,1.2740493e-06,4.625,3.8191672e-13,4.4375,0.001159668,3.53125,0.5703125,4.96875
This CVS is getting a bad rap. I needed the pharmacy after 9pm and they were the only ones open. The cashier at the pharmacy was very nice and the pharmacist took his time answering my questions. The cashier in the front was very pleasant and helpful. It's a beautiful new store with nice help so don't avoid it.,2,5.5777605e-13,4.59375,6.100163e-08,2.015625,8.6054206e-07,3.84375,1.0,5.0,5.933032e-13,4.65625,4.0500936e-13,4.625,3.3323886e-09,2.453125
"Was feeling a bit peckish for lunch today, so I stopped in here to try the eponymous pastrami sandwich.  I decided to go with the half size, along with a cup of the matzo ball soup.  I'm not entirely sure what I was expecting, but I was pleasantly surprised.  It's not gourmet, by any means, but it is a solid, Kosher-deli-style place to get a good sandwich.  It's not the heaping portion you get over at Fouth Street, either, but you also won't be paying $14 for a sandwich.  The pastrami I had was actually incredibly good, though.  It tasted very fresh, and appeared to be sliced just moments before putting it on the sandwich.  The meat was crusted around the edge with spices and whatnot, as pastrami should be.  The matzo ball soup was tasty, with plenty of salty-matzoy-chickenbrothy goodness.

I didn't eat in, so I'm not sure what the vibe is like in the upstairs dining area, but as far as a place to grab a take-out sandwich for lunch goes, this does very nicely.",2,1.0,5.0,3.3178367e-09,2.40625,7.6761353e-10,2.546875,2.1714186e-11,3.65625,0.98046875,5.0,0.5625,4.40625,8.039933e-10,3.03125
"Great half price selection after ten. The service is usually great and the sushi is delicious! It would be a bit pricey for the quality of the meal if you were going without taking advantage of the after ten deal. My only complaint is how loud the music is after ten. You can't hear yourself think! But overall, this is a great place to visit.",1,1.0,5.0,1.43245416e-11,3.015625,0.68359375,3.203125,1.0,5.0,1.0,5.0,0.00088119507,3.875,1.7788261e-07,3.46875
"I'll give it to them the atmosphere is great, but food and service HORRIBLE. It took 15 minutes to even be acknowledged by the bartender. Put our food order in and it took another 30 minutes for that to arrive, no fault to the cooks. Our food was ready  but the bartender  was more concerned with ignoring us than provided any type of service. So we got cold burgers and soggy fries. Save your time and money there are better places to spend you money that actually care about their customers.",0,1.0,1.1171875,4.2632564e-13,3.671875,1.0,5.0,1.0,1.0,1.3969839e-09,3.671875,6.072223e-07,1.28125,1.0,1.234375
"love the atmosphere, great food, love the onion rings. Definitely will come again.",2,1.0,4.375,5.3645977e-13,3.875,1.0,5.0,1.3358203e-12,3.859375,3.1086245e-13,4.4375,0.08154297,3.296875,4.2277293e-13,3.84375
"Along with Mission BBQ, this is arguably the highlight of the mall and I would definitely like to explore the menu some more.

The gift shop has some genuinely charming (though often overpriced) things in it. I found a stuffed a dachshund for only 12 bucks. The beer hall style is nice, as is the bar up front, where we ate.

The pretzel, which you can get for free if you stop at the kiosk outside, is fine for what it is - it's not terrific, but it's hard to really mess up a pretzel. The Bavarian Onion Soup was very good, with pretzel bits in it to differentiate it from standard French Onion.

We ordered the King Ludwig Platter to try to get a sampling of everything. The meats were all very good, with the Rouladen probably being the best part and the Knackwurst being the most forgettable of the meats. Meanwhile, while the gravy was excellent, the actual potatoes were kind of grainy (almost like instant).

Our server was very kind and attentive. I'd be curious to see this place once it gets more crowded. As is, I definitely enjoyed myself.",2,1.0,4.03125,0.0018615723,4.59375,0.26757812,4.8125,1.0,5.0,0.45898438,3.4375,0.921875,4.46875,7.166818e-10,3.078125
I came to this lovely brunch spot after church. It was quite packed when we first arrived. Our wait was about 30 minutes. Not too bad for a party of 6. As soon as we sat down we all wanted our bottomless mimosas. I didn't know they serve the mimosas in a nice size cup. I'm sure I had about 7 refills. Our party was well lit. We all ate good. I ordered the chicken and waffles which was more than enough for me. I'd definitely come back to Katie's. It was well worth it. Is it bad that I went to church and then went to brunch to get hammered??? Lol,2,0.98828125,4.03125,1.7508864e-07,2.25,0.014465332,4.4375,0.007659912,4.40625,6.9849193e-09,3.734375,0.63671875,2.828125,0.41210938,3.8125
"Their food is fairly vegetarian-friendly but you'd have to work harder to make it vegan...particularly at breakfast. However, I've always found the kitchen flexible and willing to accommodate my requests. Service is nice and quick which is essential in an airport setting. I will continue to eat here over other airport options past the security check point. They have great bloody Mary's too!",2,0.68359375,4.0,0.58203125,5.0,5.054474e-05,2.96875,1.0,5.0,5.1159077e-13,4.4375,0.044189453,2.515625,1.0,5.0
"The pizza was very greasy. The cheese was very slippery, when I picked it up the cheese slipped off. The only reason I'm giving y'all a 3 star is because the Stromboli was great.",1,1.0,2.25,1.8296475e-13,4.5625,1.861622e-12,2.953125,2.1884716e-12,3.1875,2.4158453e-13,4.5,0.86328125,4.3125,3.7658765e-13,3.734375
"After being verbally assaulted by both the owner and bouncer on the night of my batchelorette, this establishment will not be getting any more of our money. We took 2 bus rides through the rain and arrived on the dance floor quite famished. My mom and I got take out from the diner and brought it over to our table in the dance area (we didn't want to be the only ones eating in the diner while everyone else danced). The owner and bouncer (completely unnecessary use of personnel) descended upon us, literally confiscated our boxes out of our hands and told us we could get the food when we leave. We asked if we could please have a refund as we were not interested in cold, soggy pizza at the end of the night. We were denied with a sour attitude as well as being told that the girl at the diner that gave us our food would then have to be fired for giving it to us. We requested to speak to the manager and manager further, where I suggested that the guy manning the door to the dance floor should be penalized, not the waitress (as he saw us bring in the food). They weren't interested in having a conversation; it was clear that they just wanted to manhandle the situation. At this point, I realized that this place was operated by 'roided-up, semi-misogynistic meatheads and we weren't winning this battle. So rather than let it ruin my night, we went back to the dance floor to have a good time, which was happening until the meaty bouncer decided to make another close personal encounter. He was offended that we were dancing with our middle fingers in the air and got in my face (seriously, like 2 inches from my face) about it, asking ""why you gotta disrespect me like that? I see you doing that."" Rather than be a responsible employee with better things to worry about, I guess he wanted to harp on me in my crown, veil and sash. I felt sorry for this guy- his feelings were hurt over such an insignificant gesture which could have been aimed at anybody (but truthfully really was at him). My pity for his feebleness grew when he proceeded to let me know he was an ex-marine. Not exactly sure how that threat would apply in a dance club and directed at a bride to be. Needless to say, we left at that point because I'd much rather stand in the rain than continue to be berated by these lunatics.",0,0.390625,2.6875,0.38476562,2.640625,0.75390625,2.890625,0.41210938,2.609375,0.41992188,2.65625,0.36328125,2.6875,0.41015625,2.625
